1413201607;7267123304
1413205388;7267133144
1413209125;7267142752
1413212873;7267152500
1413216622;7267162199
1413220368;7267171871
1413224121;7267181625
1413227846;7267191226
1413231561;7267200899
1413235304;7267210642
1413239041;7267220282
1413242746;7267229816
1413246482;7267239557
1413250225;7267249221
1413253965;7267258916
1413257696;7267268531
1413261448;7267278312
1413265174;7267287934
1413268919;7267297669
1413272623;7267307202
1413276373;7267316978
1413280126;7267326606
1413283858;7267336314
1413287580;7267345935
1413291310;7267355574
1413295034;7267365257
1413298753;7267374899
1413302508;7267384577
1413306234;7267394283
1413310004;7267404014
1413313722;7267413627
1413317440;7267423250
1413321166;7267432946
1413324889;7267442551
1413328634;7267452261
1413332345;7267461867
1413336109;7267471669
1413339860;7267481337
1413343601;7267491007
1413347333;7267500666
1413351056;7267510393
1413354772;7267519935
1413358498;7267529605
1413362234;7267539251
1413366065;7267549162
1413369772;7267558759
1413373508;7267568450
1413377232;7267578086
1413380948;7267587709
1413384673;7267597336
1413388426;7267607124
1413392187;7267616834
1413395965;7267626609
1413399703;7267636306
1413403430;7267645902
1413407161;7267655590
1413410907;7267665308
1413414633;7267674942
1413418398;7267684681
1413422146;7267694444
1413425883;7267704142
1413429617;7267713724
1413433370;7267723414
1413437083;7267733261
1413440807;7267742775
1413444549;7267752400
1413448406;7267762422
1413452157;7267772056
1413455927;7267781919
1413459672;7267791555
1413463459;7267801351
1413467181;7267811158
1413470907;7267820660
1413474643;7267830346
1413478385;7267840019
1413482192;7267849917
1413486034;7267859819
1413489857;7267869729
1413493664;7267879547
1413497486;7267889496
1413501275;7267899319
1413505217;7267909510
1413509016;7267919346
1413512860;7267929318
1413516640;7267939191
1413520343;7267948787
1413524028;7267958303
1413527816;7267968050
1413531587;7267977794
1413535403;7267987668
1413539160;7267997403
1413542896;7268007059
1413546680;7268016859
1413550741;7268027368
1413554542;7268037232
1413558278;7268046889
1413562017;7268056592
1413565782;7268066374
1413569534;7268076027
1413573265;7268085704
1413577003;7268095410
1413580747;7268105085
1413584524;7268114921
1413588269;7268124568
1413592022;7268134325
1413595760;7268144007
1413599524;7268153717
1413603189;7268163261
1413606872;7268172842
1413610592;7268182410
1413614350;7268192103
1413618077;7268201733
1413621813;7268211405
1413625539;7268221100
1413629285;7268230794
1413632997;7268240432
1413636866;7268250426
1413640584;7268260074
1413644317;7268269685
1413648057;7268279384
1413651781;7268289008
1413655547;7268298772
1413659266;7268308418
1413662996;7268318053
1413666750;7268327803
1413670471;7268337424
1413674205;7268347100
1413677927;7268356748
1413681655;7268366403
1413685409;7268376139
1413689166;7268385832
1413692898;7268395505
1413696641;7268405206
1413700381;7268414868
1413704119;7268424546
1413707868;7268434246
1413711630;7268444003
1413715361;7268453657
1413719098;7268463333
1413722841;7268473034
1413726589;7268482742
1413730326;7268492406
1413734075;7268502142
1413737852;7268511912
1413741578;7268521551
1413745323;7268531246
1413749062;7268540935
1413752804;7268550600
1413756564;7268560358
1413760324;7268570095
1413764072;7268579813
1413767821;7268589531
1413771562;7268599254
1413775291;7268608923
1413779000;7268618511
1413782665;7268627983
1413786389;7268637636
1413790050;7268647118
1413793773;7268656696
1413797594;7268666621
1413801331;7268676254
1413805088;7268686087
1413808934;7268695935
1413812133;7268705710
1413815865;7268715315
1413819614;7268725032
1413823374;7268734819
1413827125;7268744540
1413830864;7268754232
1413834622;7268763915
1413838410;7268773732
1413842175;7268783454
1413845919;7268793127
1413849681;7268802887
1413853419;7268812555
1413857168;7268822288
1413860826;7268831795
1413864542;7268841437
1413868203;7268850901
1413871928;7268860516
1413875669;7268870184
1413879414;7268879943
1413883143;7268889544
1413886906;7268899289
1413890667;7268909064
1413894418;7268918758
1413898181;7268928501
1413901951;7268938271
1413905690;7268947929
1413909438;7268957635
1413913177;7268967308
1413916939;7268977059
1413920703;7268986804
1413924551;7268996766
1413928305;7269006504
1413932058;7269016199
1413935781;7269025916
1413939530;7269035596
1413943199;7269045110
1413946888;7269054706
1413950624;7269064272
1413954307;7269073905
1413958040;7269083469
1413961792;7269093232
1413965515;7269102865
1413969268;7269112589
1413973010;7269122241
1413976740;7269131897
1413980482;7269141641
1413984216;7269151272
1413987958;7269160942
1413991727;7269170759
1413995472;7269180425
1413999207;7269190073
1414002951;7269199814
1414006665;7269209421
1414010391;7269219026
1414014175;7269228859
1414017922;7269238574
1414021678;7269248279
1414025415;7269257937
1414029147;7269267674
1414032890;7269277334
1414036610;7269286985
1414040353;7269296727
1414044015;7269306129
1414047753;7269315808
1414051399;7269325226
1414055056;7269334735
1414058821;7269344457
1414062541;7269354088
1414066239;7269363621
1414070086;7269373614
1414073802;7269383277
1414077552;7269392965
1414081280;7269402607
1414085052;7269412396
1414088804;7269422078
1414092543;7269431795
1414096284;7269441462
1414099891;7269449420
1414103663;7269460562
1414107426;7269470345
1414111170;7269480026
1414114902;7269489720
1414118627;7269499356
1414122353;7269508996
1414126023;7269518500
1414129665;7269527884
